"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SEZ6L2",1.38822531218439e-06,1.11658880098212,0.673,0.206,0.0467748636687408
"EDF1",1.39775079863473e-06,0.509204024369,1,0.997,0.0470958154091985
"ARGLU1",1.41229452935875e-06,-0.555790365923167,0.904,0.949,0.0475858518722136
"DAP",1.47000832729791e-06,-0.535981325101833,0.731,0.859,0.0495304605799758
"RALY",1.48102708491821e-06,-0.47715084169654,0.885,0.927,0.0499017265992343
"AKAP1",1.51348636394638e-06,-0.606550406141182,0.404,0.662,0.0509954095468093
"PCBP1",1.53077947584733e-06,0.568594587548086,0.962,0.942,0.0515780836592
"CCNYL1",1.53263462438288e-06,-0.718906025801406,0.077,0.4,0.0516405910339569
"SNF8",1.56229254698724e-06,-0.582446613844773,0.654,0.817,0.0526398850781881
"MAGEF1",1.56352824698592e-06,-0.546925610076548,0.769,0.903,0.0526815207539435
"NCK1",1.57004357720538e-06,-0.598760271252496,0.654,0.816,0.0529010482903582
"TBC1D1",1.63797162260116e-06,-0.667896029366016,0.577,0.752,0.0551898158519234
"PIN4",1.67233188467133e-06,-0.529734984975909,0.712,0.873,0.0563475505221157
"SCD",1.73278830531577e-06,0.85773830103315,0.692,0.471,0.0583845691593095
"PRKAR1A",1.74088351347499e-06,-0.591033751738795,0.769,0.836,0.0586573291030263
"SNX14",1.7851988553105e-06,0.612147788865057,0.712,0.427,0.0601504902308319
"C4orf48",1.8357867014469e-06,-0.40889989054252,0.981,0.993,0.0618549971185518
"HSPB2",1.88080145143347e-06,0.691795080787872,0.692,0.491,0.0633717241045993
"RPS7",1.91038806283529e-06,0.407353972795078,1,1,0.0643686153891723
"SIPA1",1.94880138083123e-06,-0.579125560698872,0.346,0.627,0.0656629137257275
"STRA13",2.03286607257803e-06,-0.560601640919324,0.615,0.844,0.068495389449444
"RPL22",2.05118632268803e-06,0.344559532627432,1,0.997,0.0691126719566503
"SNHG25",2.18017631221527e-06,-0.732666427981922,0.269,0.525,0.0734588606637815
"PRSS33",2.2733052685628e-06,-0.910171000341325,0.635,0.764,0.0765967477189549
"ARMC10",2.2880121952987e-06,-0.540576471823648,0.635,0.795,0.0770922829083943
"CPED1",2.31276660999817e-06,-0.762853507120537,0.019,0.369,0.0779263581572785
"CHMP4A",2.36512442454893e-06,-0.618415943353323,0.173,0.479,0.0796905023607516
"IRF2BP2",2.3984334015127e-06,0.817605422370222,0.923,0.883,0.0808128150305689
"GSDMD",2.4251894756981e-06,-0.576593673687225,0.769,0.843,0.0817143341941718
"LEFTY2",2.48234600406879e-06,-1.51628792429876,0.058,0.291,0.0836401662610939
"CAMK1D",2.50793626749903e-06,1.04412480968633,0.654,0.213,0.0845024045971123
"TMEM61",2.61552092086734e-06,-0.727026343721742,0.327,0.596,0.0881273619077041
"SLC39A1",2.65949379445609e-06,-0.430939196806089,0.885,0.958,0.0896089839104036
"TRIB2",2.67460309030845e-06,0.749315841147165,0.558,0.288,0.0901180765248529
"ORAI2",2.76290152822081e-06,-0.630826867685493,0.481,0.638,0.0930932040918719
"STAT1",2.76659211482796e-06,-0.835305798369597,0.269,0.594,0.0932175547170133
"MOB4",2.85641989951465e-06,-0.53132510837995,0.615,0.785,0.0962442120942467
"CALCOCO2",2.88347248497891e-06,-0.610422647454381,0.269,0.552,0.0971557219088795
"ITGAV",2.89456943407832e-06,-0.591538757081835,0.462,0.678,0.0975296225118348
"HAT1",2.89933229183745e-06,-0.58276020911628,0.442,0.735,0.0976901022411712
"HEBP2",2.91395949736739e-06,0.635144821227853,1,0.991,0.0981829513042969
"NDFIP2",2.93093960411947e-06,0.55516804269763,0.712,0.431,0.0987550790212014
"NDUFB4",2.97912925203511e-06,-0.336684506080986,1,0.992,0.100378781018071
"ZNF654",2.99530132820947e-06,0.8295831809933,0.558,0.227,0.10092368295269
"WNT6",3.37110049093308e-06,-0.597664216053933,0.423,0.672,0.113585859941499
"LMBRD1",3.41625969055452e-06,0.592255091195748,0.75,0.451,0.115107454013544
"PPP1R35",3.42265354113533e-06,-0.538409304274774,0.596,0.787,0.115322888415014
"FAM89B",3.43037933829684e-06,-0.469382096631542,0.731,0.911,0.115583201424574
"TPD52L1",3.43690225793829e-06,-0.587387606420596,0.788,0.843,0.115802984678973
"CCZ1",3.52525521189273e-06,0.548420120203843,0.942,0.834,0.118779949109514
"COMMD10",3.59684343078121e-06,-0.563258866045673,0.288,0.581,0.121192042556742
"POLR1D",3.72311352958238e-06,-0.455266810095358,0.904,0.911,0.125446587265749
"COL2A1",3.75014150840617e-06,-1.10850074241532,0.269,0.499,0.126357267984237
"TNFAIP1",3.78226471234343e-06,0.588223773840361,0.596,0.37,0.1274396272177
"RPL30",3.90603014769958e-06,-0.120010106120598,1,0.999,0.13160977979659
"MT-ND4",3.90825134160979e-06,-0.477781265411365,1,1,0.1316846207042
"CSRP1",3.94232102816702e-06,-0.743793958259263,0.769,0.864,0.132832564723059
"UQCR11",4.08077158537479e-06,-0.316313947706365,0.923,0.969,0.137497517797618
"FAM210B",4.12224106788758e-06,-0.594419255510849,0.692,0.813,0.138894790541404
"AC090498.1",4.12577095014661e-06,-0.405662596620445,0.846,0.925,0.13901372639424
"ITSN2",4.22130701405392e-06,0.618179834219502,0.635,0.447,0.142232718531533
"CFB",4.28893832107101e-06,1.39440409849802,0.808,0.347,0.144511487790167
"TUBA1C",4.31470179068462e-06,-0.749250506018005,0.673,0.83,0.145379562135328
"PDP1",4.36444759772858e-06,0.654335641108763,0.673,0.468,0.147055697357867
"HSF1",4.48243978909539e-06,-0.427844356206031,0.808,0.919,0.15103132625378
"ARL16",4.52430829339784e-06,-0.536923062213909,0.558,0.786,0.152442043637747
"TMBIM4",4.56453282942018e-06,-0.502866581248731,0.904,0.894,0.153797369154484
"DNAJC15",4.87254104431351e-06,0.997909714607982,0.75,0.304,0.1641753979471
"C7orf55",4.88147708410803e-06,-0.5539940988623,0.462,0.682,0.164476488871936
"LYPLA1",4.96087852402231e-06,-0.385939808561959,0.923,0.985,0.167151840988408
"RHEB",5.21763571691466e-06,-0.467801189579044,0.962,0.956,0.175803017845722
"TMEM30A",5.26276699747115e-06,0.680053178710051,0.75,0.563,0.177323671212793
"PGM3",5.50434316177213e-06,0.619013139464171,0.673,0.428,0.18546333849275
"C1orf115",5.58273219574682e-06,-0.681546625293362,0.096,0.417,0.188104578603493
"PLIN3",5.65356607990069e-06,-0.569213677278333,0.635,0.74,0.190491255496174
"NR4A2",5.75823223376986e-06,-0.732064152960375,0.25,0.51,0.194017876884642
"RPL18A",5.81419192138416e-06,0.412655733668656,1,0.997,0.195903382599118
"SYNGR1",5.89941464105985e-06,-0.656854420377457,0.231,0.524,0.198774876915871
"CLN3",5.99135407074297e-06,-0.523061828785935,0.846,0.891,0.201872684059614
"ATP5E",6.0474381145348e-06,-0.21997609589973,1,0.999,0.203762379831136
"BGN",6.0478717882537e-06,-0.623898518048993,0.827,0.941,0.20377699203342
"WBP2",6.17518004349259e-06,-0.565319761173842,0.769,0.887,0.208066516385439
"FAM129B",6.17656031643025e-06,0.71171541614837,0.885,0.672,0.208113023301801
"RPL8",6.23718678635463e-06,-0.13651970040918,1,0.999,0.210155771579433
"SLBP",6.314855183413e-06,-0.626231938424811,0.731,0.876,0.212772730549917
"PTRF",6.37386780976383e-06,-0.750913611079224,0.096,0.437,0.214761101982182
"TEX264",6.55158033127799e-06,-0.48098177827463,0.692,0.855,0.220748947682081
"RNF7",6.61300887198778e-06,-0.398663729969015,0.885,0.943,0.222818720932756
"ORMDL2",6.71500084870327e-06,-0.513163788659454,0.75,0.879,0.226255238596208
"TANK",6.76004234321217e-06,-0.56570048981746,0.635,0.794,0.227772866712191
"MRPL15",6.84926485185686e-06,-0.393586897315463,0.981,0.98,0.230779129918465
"CXXC5",7.04007017831836e-06,-0.602753378802089,0.346,0.545,0.237208124588259
"P4HB",7.05035444117775e-06,-0.352127800571196,0.962,0.992,0.237554642541043
"ACTR2",7.09693751313147e-06,0.540280335312558,0.923,0.813,0.239124212567452
"SQRDL",7.13315965076371e-06,0.832884766293013,0.692,0.419,0.240344681272832
"GABARAPL1",7.53291786872929e-06,-0.593094745004859,0.231,0.478,0.253814134668965
"RPL9",7.59558502795553e-06,-0.156537870010368,1,1,0.255925641931934
"DTNB",7.62587849443292e-06,-0.737457411730594,0.5,0.591,0.256946349991423
"SGCB",7.66152575626383e-06,-0.576002842940972,0.596,0.7,0.258147448831553
"GMPR",7.67878232669958e-06,-0.789363430305167,0.038,0.359,0.258728891715816
"TPT1-AS1",7.75912677240054e-06,0.928150946252928,0.788,0.584,0.261436017469264
"EIF3H",8.00115364709522e-06,-0.27338531930207,1,0.985,0.269590870985226
"CD81",8.40642488043768e-06,0.783548568130812,1,0.976,0.283246079921467
"OSTF1",8.46869291474962e-06,-0.514361333706346,0.692,0.801,0.285344139069574
"GPC1",8.65199309590571e-06,0.726437229105998,0.75,0.524,0.291520255373447
"DCAF13",8.69965991729513e-06,-0.550540724581285,0.846,0.876,0.293126341253342
"CRABP1",8.79447375321512e-06,-1.02120231273007,0.654,0.747,0.29632099864083
"KRT19",8.82995543226632e-06,0.838874312755284,0.981,0.96,0.297516518334782
"GOLGA7",9.11935334725025e-06,0.518698242948692,0.981,0.941,0.30726749168225
"PTAR1",9.24879523710731e-06,-0.562658779710774,0.346,0.575,0.311628906719094
"PRDX4",9.3915849236258e-06,-0.435261287162889,0.942,0.968,0.316440062416648
"IFITM3",9.49495137371936e-06,1.40521842183394,0.981,0.735,0.3199228915861
"ZFP36L1",9.77032902932904e-06,0.676619123654139,0.942,0.938,0.329201466314213
"CD99",9.85023889459316e-06,-0.433825259075612,0.885,0.939,0.331893949314422
"PHGDH",9.87975595165892e-06,-0.894592895295479,0.654,0.825,0.332888497035196
"MYOZ1",1.000846197008e-05,-0.775592540617365,0.192,0.405,0.337225117619874
"HOMER2",1.00761836849065e-05,0.66552950000781,0.635,0.287,0.33950693307924
"PRELP",1.02166930361578e-05,-1.01680608269274,0.135,0.342,0.3442412551603
"GAS6",1.03327645182883e-05,-0.73436332373681,0.519,0.717,0.348152167679206
"MRPS6",1.06891187681635e-05,-0.469944540878525,0.865,0.922,0.3601591677745
"NAMPT",1.08744237990762e-05,-0.680121466539816,0.731,0.813,0.366402835486073
"UTP18",1.08770366246778e-05,-0.526057356070064,0.635,0.769,0.366490872031893
"RAB27A",1.09162609736768e-05,0.606384136976084,0.577,0.346,0.367812497247068
"IL17RE",1.10279020950913e-05,0.657808541352185,0.731,0.42,0.371574133192008
"IRF2BPL",1.10851104039877e-05,0.708974425945083,0.885,0.669,0.373501709951962
"SDC2",1.12291981935648e-05,-0.898088445884704,0.846,0.888,0.378356603933973
"GAS1",1.14024202989115e-05,-0.65690524544804,0.212,0.472,0.384193149551525
"COL11A2",1.14061753709303e-05,-0.976574980281543,0.096,0.335,0.384319672948125
"KCNG1",1.15690990543466e-05,1.16495534128636,0.596,0.378,0.389809223537155
"GRIPAP1",1.16106007404127e-05,0.632720996036046,0.827,0.548,0.391207581347467
"GOLM1",1.16209536317216e-05,-0.590490245130608,0.769,0.876,0.391556411667229
"PQLC3",1.17552637560068e-05,0.616534727639633,0.731,0.468,0.396081856994894
"UXT",1.21470747493899e-05,0.572412545918005,0.981,0.954,0.409283536605944
"DNPH1",1.22942228779632e-05,-0.453445851908127,0.981,0.985,0.414241545650091
"ANXA6",1.24796794208605e-05,-0.525989773754913,0.596,0.719,0.420490318406475
"OVOS2",1.27735108026965e-05,-0.734763302561331,0.404,0.594,0.430390672986055
"HN1",1.29108982938113e-05,-0.747983430096246,0.827,0.914,0.435019807111678
"SPINT1",1.30348214123095e-05,0.695306256444623,0.962,0.952,0.439195272666358
"KRIT1",1.30972739714481e-05,-0.534440162527076,0.423,0.624,0.441299549193972
"NDUFA6",1.33143923288087e-05,-0.370798860524207,0.808,0.919,0.44861513512688
"RPL18",1.35037255456625e-05,0.33082659354891,1,0.997,0.454994528535553
"CYB5R3",1.37469783044372e-05,-0.495952649017019,0.808,0.867,0.463190686989708
"ERVMER34-1",1.39177374979339e-05,-0.813247274617427,0.077,0.345,0.468944247255383
"USE1",1.40015162358856e-05,0.529463128118035,0.712,0.4,0.47176708805193
"POLR2K",1.42251381783428e-05,-0.288066171186264,1,0.991,0.479301805781083
"GLT8D1",1.43345944181454e-05,-0.526176680749913,0.404,0.603,0.482989824324992
"CTNND1",1.4518371817797e-05,-0.509130527381583,0.865,0.883,0.489182020028852
"RPL26",1.45698742813562e-05,0.325612850843414,1,1,0.490917344036015
"RPL29",1.46076589246616e-05,-0.172991357752879,1,1,0.492190459807549
"OGG1",1.46809154461646e-05,0.796582805571887,0.558,0.326,0.494658765043071
"ATP9A",1.48330807423712e-05,0.625489177742794,0.827,0.482,0.499785822533456
"BPNT1",1.48840013866733e-05,-0.546756210083294,0.596,0.724,0.50150154272257
"CALML5",1.52539100641233e-05,1.33935244863163,1,0.938,0.513965245700571
"SSR4",1.63482179006258e-05,0.567076119948448,1,0.966,0.550836853943684
"CDK5RAP3",1.63820156878916e-05,-0.521839221819039,0.788,0.834,0.551975636587821
"MAPK13",1.67529800717984e-05,-0.553471101129619,0.654,0.756,0.564474910539176
"CYHR1",1.71422232739484e-05,-0.397752546638304,0.75,0.903,0.577590070992419
"MT-ND6",1.77002518808969e-05,-0.542441558579922,0.673,0.814,0.596392286874939
"FAM89A",1.81181769202895e-05,-0.618027427176851,0.25,0.503,0.610473853152235
"CHCHD7",1.86001689819868e-05,-0.376960980142909,0.827,0.938,0.626714093679064
"ITGB8",1.88675293436294e-05,0.686064284921027,0.673,0.454,0.635722533704248
"YTHDF3-AS1",1.89710983433648e-05,-0.530159147407424,0.212,0.542,0.639212187581333
"ZNF292",1.92702469170668e-05,0.663447079511942,0.788,0.664,0.649291699623648
"TCEA2",1.94355870072713e-05,0.584923821636648,0.846,0.754,0.654862668623001
"HIST1H4H",2.00747492455636e-05,-0.534291006677217,0.596,0.735,0.676398601080019
"RCN2",2.03120419654843e-05,-0.340281965538489,0.942,0.978,0.684393941985029
"CNBP",2.08890107849547e-05,-0.326142931307046,1,0.968,0.703834329388264
"CANX",2.14874639595108e-05,-0.377608853105865,0.981,0.966,0.723998610651758
"STMN1",2.21573013080223e-05,-0.593220670023328,0.942,0.972,0.746568110272504
"ZDHHC5",2.25391191029112e-05,-0.495297367865941,0.423,0.643,0.759433079053491
"TTYH3",2.26269243098592e-05,0.548715482072188,0.654,0.405,0.762391587696396
"IL13RA1",2.2743444780484e-05,0.622999391365764,0.769,0.591,0.766317628433627
"SMAP1",2.29506256373771e-05,0.601197489304516,0.808,0.642,0.773298380225785
"HSPD1",2.37399190488236e-05,-0.59456062921044,0.942,0.956,0.799892832431061
"EFNA3",2.5040918914509e-05,-0.553516742796044,0.519,0.668,0.843728721905465
"FMO2",2.55026658299461e-05,1.28423765936873,0.788,0.541,0.859286822474203
"ANPEP",2.56388282610472e-05,0.874626313018863,0.596,0.211,0.863874679427725
"SLC2A1",2.58650652353353e-05,0.986674112880563,0.481,0.292,0.871497508039387
"ARF6",2.59119912217516e-05,0.600056317214078,0.962,0.923,0.873078632225699
"NAA50",2.7353632972146e-05,-0.48639257934049,0.558,0.773,0.921653309363488
"AQP5",2.7901589029841e-05,-0.717385743180218,0.75,0.791,0.940116140771463
"CTNND2",2.81233505519642e-05,-0.62829508281657,0.115,0.374,0.947588173497882
"SLC16A3",2.83756896258533e-05,0.938532181198237,0.846,0.553,0.9560904862535
"VEGFA",2.84306733381319e-05,1.33894549443445,0.865,0.7,0.957943107455018
"IGFBP5",2.88196995570024e-05,-1.23313348490053,0.269,0.425,0.971050956873637
"TFE3",2.96716908617367e-05,0.531991720331536,0.635,0.409,0.999757951895356
"TMEM223",2.97320933364106e-05,-0.626360077570953,0.019,0.346,1
"CAPG",2.9754713090369e-05,0.780702757991415,0.962,0.758,1
"MRPL14",2.98567763624326e-05,-0.197867460409387,1,0.996,1
"COA4",3.01130765110067e-05,-0.463775761697291,0.827,0.884,1
"NDRG2",3.04655098859186e-05,-0.557811775420375,0.615,0.816,1
"CDH1",3.06266826605847e-05,0.719480611606401,0.962,0.715,1
"TMUB1",3.09076956977419e-05,-0.469227417201685,0.385,0.645,1
"RPIA",3.12269422245117e-05,-0.469528431901989,0.712,0.801,1
"DHX36",3.12662491821822e-05,-0.420085210755745,0.769,0.841,1
"ZDHHC4",3.14002460172137e-05,0.492878388669447,0.827,0.707,1
"CTSD",3.14653237647791e-05,0.674482969178354,1,0.995,1
"DGCR2",3.28545466035224e-05,0.512805661525118,0.654,0.511,1
"AP2S1",3.32716891488563e-05,-0.302466700955382,0.942,0.953,1
"CD24",3.4256368137419e-05,0.617948321206642,1,0.999,1
"GPKOW",3.46262833215798e-05,0.616111973038221,0.865,0.626,1
"SERPINA5",3.49602536299973e-05,-0.675712178248448,0.365,0.546,1
"DNAJC1",3.51132459476217e-05,0.611768730785921,0.75,0.54,1
"SEPP1",3.53318337192326e-05,-0.899022978635066,0.173,0.331,1
"KRT23",3.5359625797713e-05,0.714765293603989,0.962,0.939,1
"ACO2",3.59027354202989e-05,-0.501451224818959,0.558,0.647,1
"CCNY",3.63316883725983e-05,0.557858166597633,0.635,0.46,1
"NOA1",3.64508675693631e-05,0.580535900741915,0.808,0.509,1
"C12orf49",3.65454476531372e-05,-0.539244292930854,0.577,0.729,1
"FAM114A1",3.71846178172157e-05,-0.439875332725418,0.635,0.763,1
"RPL35",3.73426495501074e-05,0.348001510445084,1,0.997,1
"RP11-792A8.4",3.78701277390747e-05,0.530010394681148,0.885,0.805,1
"VPS25",3.81363425657152e-05,-0.460901866243181,0.635,0.742,1
"BCAP29",3.85028930332444e-05,-0.581301836446338,0.327,0.541,1
"VIM-AS1",3.85444319475169e-05,0.586552052864331,0.577,0.41,1
"ZKSCAN1",3.86358499873204e-05,-0.483233058379144,0.635,0.76,1
"SLC35B2",3.87579355547398e-05,-0.259304060526671,0.981,0.985,1
"METTL23",3.90826432861578e-05,-0.504912667311288,0.5,0.635,1
"SNX22",3.92757623701135e-05,-0.610422647454381,0.25,0.476,1
"TMEM183A",3.97113424582566e-05,-0.340598622748507,0.885,0.935,1
"UBE2K",4.05141383819093e-05,-0.415608479236781,0.827,0.83,1
"SYTL1",4.06028704124094e-05,-0.603090669861275,0.038,0.349,1
"C12orf57",4.1208984419238e-05,-0.376244507446247,0.865,0.925,1
"BOLA3",4.27161906648565e-05,0.516989498266476,0.692,0.417,1
"SFN",4.28655670996049e-05,-0.748183818323652,0.385,0.611,1
"NSRP1",4.31576458660759e-05,-0.459270780664253,0.481,0.677,1
"LRP6",4.41656795700541e-05,-0.517042748279194,0.462,0.616,1
"OFD1",4.57133291898763e-05,0.578659766977827,0.865,0.766,1
"KRT17",4.59286638498447e-05,1.54724247297564,0.808,0.569,1
"PBX1",4.64747801592343e-05,-0.55509256903368,0.654,0.803,1
"H1FX",4.65667033810316e-05,-0.282112248870063,0.865,0.954,1
"MPHOSPH8",4.8753285623765e-05,0.494151594842305,0.827,0.616,1
"KRBOX4",4.97113853442342e-05,0.635144821227853,0.596,0.301,1
"PRICKLE1",5.04767809650795e-05,0.676191545534528,0.673,0.389,1
"SGCE",5.0663746931171e-05,-0.471758207584617,0.731,0.865,1
"SPCS2",5.10834112356106e-05,-0.357910187943638,0.942,0.984,1
"KRT81",5.13625134273569e-05,0.968823336750949,1,0.987,1
"RDH10",5.15193224703934e-05,0.72796783454328,0.75,0.686,1
"PLP2",5.15218463488102e-05,1.12259028965716,1,0.925,1
"DTD1",5.15733005585036e-05,0.528112486919064,0.827,0.467,1
"BCAP31",5.16378829338092e-05,0.46770675503008,0.981,0.968,1
"RPL23A",5.16717191118551e-05,0.340771129788804,1,0.997,1
"TSFM",5.21073815069035e-05,-0.462781599461404,0.308,0.598,1
"GCLC",5.25620249439364e-05,-0.475626638371352,0.346,0.557,1
"FBXO32",5.34701351619596e-05,-0.666911866730312,0.885,0.911,1
"BAG2",5.43640014750725e-05,-0.515877847415014,0.269,0.503,1
"LRP11",5.44013239210767e-05,0.635404042330139,0.615,0.303,1
"DNM3OS",5.53253230782999e-05,-0.704744557058755,0.077,0.349,1
"PURA",5.53879732337542e-05,0.483524253316236,0.615,0.431,1
"MIF4GD",5.56892566468176e-05,-0.507882748993719,0.385,0.583,1
"MT-ND2",5.62541971514762e-05,-0.407699523611545,1,0.999,1
"ITM2B",5.77193772018222e-05,-0.29614166066619,0.962,0.993,1
"MRGBP",5.80525644551723e-05,-0.497122054155934,0.173,0.478,1
"NUPR2",5.85191003206036e-05,0.692388773062329,0.769,0.548,1
"ANXA5",5.94329348502426e-05,-0.358962610848946,0.981,0.974,1
"C6orf132",5.99849689379668e-05,0.762216329854971,0.865,0.781,1
"SYDE2",6.01994351034207e-05,-0.526969588184485,0.269,0.455,1
"CHI3L1",6.08563632629562e-05,-0.609629238477757,0.923,0.987,1
"TMEM98",6.12644670549194e-05,-0.449730661867008,0.75,0.816,1
"EIF4B",6.13319378498471e-05,-0.409237343464843,0.788,0.872,1
"MRPL28",6.16182310452538e-05,-0.373342958565354,0.846,0.91,1
"C5orf38",6.23674069402151e-05,-0.422883423864016,0.538,0.724,1
"PPP1R16A",6.39724500980031e-05,-0.464893375941256,0.635,0.72,1
"SIRT7",6.44900756554904e-05,-0.48144544372644,0.385,0.576,1
"FAU",6.47767878003936e-05,0.338559773202997,1,0.997,1
"PLEKHO1",6.67330747483297e-05,-0.536328136415421,0.385,0.602,1
"RNFT1",6.72249051916507e-05,-0.533205553834362,0.192,0.421,1
"GLRX",6.72686861506088e-05,1.04768235536344,0.942,0.824,1
"LAMB3",6.78228143552359e-05,-0.717306874301755,0.173,0.338,1
"SECISBP2",6.90217136325718e-05,-0.410482613051842,0.615,0.771,1
"NCBP2-AS2",6.92924827851597e-05,-0.425164563640755,0.712,0.781,1
"CPNE1",7.02132133610949e-05,-0.437548379029137,0.538,0.746,1
"EPHX2",7.02847102953874e-05,-0.582760209116281,0.135,0.386,1
"PQBP1",7.02852958777239e-05,0.593444930262402,0.981,0.876,1
"CDKN2A",7.06482917242751e-05,-0.770638669151348,0.269,0.467,1
"PHF3",7.20921297426969e-05,0.502794569935071,0.731,0.505,1
"SQLE",7.30349263316934e-05,-0.608202956718274,0.75,0.812,1
"TMEM208",7.46001574922401e-05,0.588498043253737,0.962,0.891,1
"LINC01139",7.52216037480746e-05,-0.519242611158266,0.269,0.476,1
"PTPRF",7.534326725718e-05,0.58368946383814,0.923,0.785,1
"RGCC",7.54079296717098e-05,-0.66615457487638,0.385,0.556,1
"MUT",7.66654396275083e-05,0.486281435313371,0.827,0.703,1
"STAG2",7.96699823097499e-05,0.480032727734771,0.673,0.474,1
